Frequenza,Territorio,Indicatore,Sesso,Classe di età,Anno,Osservazione,Stato dell’osservazione,Nota - Territorio,Nota - Indicatore,Nota - Sesso,Nota - Classi di età,Nota - Dataset
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,66,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,53,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,22,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,20,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,5,,,,,,
Annuale,Montesano Salentino,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'1,334',,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,41,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,37,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,61,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,82,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,76,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,67,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,63,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,75,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,96,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,98,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,112,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,136,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,118,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,90,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,105,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,110,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,123,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,86,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,44,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,5,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Morciano di Leuca,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'1,626',,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,59,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,84,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,91,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,81,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,129,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,115,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,120,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,133,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,140,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,150,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,186,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,224,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,199,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,139,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,181,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,137,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,112,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,97,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,43,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,6,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Muro Leccese,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'2,427',,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,483,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,580,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,609,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,710,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,769,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,814,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,836,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,882,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,'1,038',,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,'1,190',,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,'1,255',,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,'1,369',,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,'1,170',,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,'1,060',,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,937,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,876,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,711,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,470,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,233,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,73,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,9,,,,,,
Annuale,Nardò,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'16,074',,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,63,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,86,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,95,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,106,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,113,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,125,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,122,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,139,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,136,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,171,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,162,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,207,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,216,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,196,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,170,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,138,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,124,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,104,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,55,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,12,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,2,,,,,,
Annuale,Neviano,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'2,542',,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,37,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,21,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,42,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,51,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,64,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,60,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,54,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,51,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,60,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,73,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,91,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,101,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,81,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,83,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,90,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,71,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,43,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,39,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,20,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,3,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Nociglia,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'1,136',,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,98,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,136,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,160,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,175,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,180,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,193,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,179,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,172,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,227,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,283,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,315,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,350,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,268,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,224,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,260,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,250,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,217,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,156,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,102,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,20,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Novoli,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'3,966',,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,37,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,36,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,31,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,53,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,49,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,57,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,53,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,58,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,51,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,73,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,86,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,116,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,86,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,66,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,79,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,71,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,69,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,49,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,30,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,6,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Ortelle,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'1,157',,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,82,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,94,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,107,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,115,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,121,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,124,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,149,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,154,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,177,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,239,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,282,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,273,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,192,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,234,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,193,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,169,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,106,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,85,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,48,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,17,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,2,,,,,,
Annuale,Otranto,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'2,963',,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,21,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,24,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,24,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,26,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,26,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,28,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,31,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,26,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,46,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,54,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,65,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,50,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,45,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,45,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,63,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,40,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,38,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,38,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,17,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,2,,,,,,
Annuale,Palmariggi,Popolazione residente al 31 dicembre,Femmine,Totale,2022,709,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,149,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,147,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,176,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,195,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,202,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,203,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,248,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,247,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,295,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,304,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,336,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,380,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,342,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,302,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,292,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,266,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,226,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,163,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,92,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,18,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,1,,,,,,
Annuale,Parabita,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'4,584',,,,,,
Annuale,Patù,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,16,,,,,,
Annuale,Patù,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,27,,,,,,
Annuale,Patù,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,33,,,,,,
